,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,"{'제목': '불변의 법칙', '저자': '모건 하우절 저/이수경 역', '출간일': '2024년 02월', '가격': '22,500원', '판매지수': '판매지수 424,284'}","{'제목': '패밀리 레스토랑 가자. 上', '저자': '와야마 야마 글그림/현승희 역', '출간일': '2024년 04월', '가격': '7,650원', '판매지수': '판매지수 134,376'}","{'제목': '일류의 조건', '저자': '사이토 다카시 저/정현 역', '출간일': '2024년 03월', '가격': '17,820원', '판매지수': '판매지수 161,994'}","{'제목': '나를 소모하지 않는 현명한 태도에 관하여', '저자': '마티아스 뇔케 저/이미옥 역', '출간일': '2024년 03월', '가격': '16,020원', '판매지수': '판매지수 167,601'}","{'제목': '삼체 1~3 세트', '저자': '류츠신 저/이현아, 허유영 역', '출간일': '2020년 07월', '가격': '60,300원', '판매지수': '판매지수 118,308'}","{'제목': '나는 메트로폴리탄 미술관의 경비원입니다', '저자': '패트릭 브링리 저/김희정, 조현주 역', '출간일': '2023년 11월', '가격': '15,750원', '판매지수': '판매지수 411,657'}","{'제목': '알사탕 제조법', '저자': '백희나 저', '출간일': '2024년 03월', '가격': '9,000원', '판매지수': '판매지수 129,576'}","{'제목': '마흔에 읽는 쇼펜하우어', '저자': '강용수 저', '출간일': '2023년 09월', '가격': '15,300원', '판매지수': '판매지수 859,296'}","{'제목': '세이노의 가르침', '저자': '세이노(SayNo) 저', '출간일': '2023년 03월', '가격': '6,480원', '판매지수': '판매지수 1,811,112'}","{'제목': '이처럼 사소한 것들', '저자': '클레어 키건 저/홍한별 역', '출간일': '2023년 11월', '가격': '12,420원', '판매지수': '판매지수 308,556'}","{'제목': 'ETS 토익 정기시험 기출문제집 1000 Vol. 4 RC', '저자': 'ETS 저', '출간일': '2023년 12월', '가격': '17,820원', '판매지수': '판매지수 314,172'}","{'제목': 'ETS 토익 정기시험 기출문제집 1000 Vol. 4 LC', '저자': 'ETS 저', '출간일': '2023년 12월', '가격': '17,820원', '판매지수': '판매지수 294,477'}","{'제목': '찌그러져도 동그라미입니다', '저자': '김창완 저', '출간일': '2024년 03월', '가격': '16,020원', '판매지수': '판매지수 87,339'}","{'제목': '위풍당당 여우 꼬리 5', '저자': '손원평 글/만물상 그림', '출간일': '2024년 03월', '가격': '11,700원', '판매지수': '판매지수 42,237'}","{'제목': '공부가 설렘이 되는 순간', '저자': '조승우 저', '출간일': '2024년 02월', '가격': '16,920원', '판매지수': '판매지수 121,854'}","{'제목': '비트코인 폭발적 상승에 올라타라', '저자': '강환국 저', '출간일': '2024년 04월', '가격': '25,200원', '판매지수': '판매지수 41,067'}","{'제목': '돈의 심리학 (30만 부 기념 스페셜 에디션)', '저자': '모건 하우절 저/이지연 역', '출간일': '2021년 01월', '가격': '17,820원', '판매지수': '판매지수 210,219'}","{'제목': '꽃길이 따로 있나, 내 삶이 꽃인 것을', '저자': '오평선 저', '출간일': '2024년 03월', '가격': '15,120원', '판매지수': '판매지수 47,334'}","{'제목': '깨진 틈이 있어야 그 사이로 빛이 들어온다', '저자': '프리드리히 니체 저/김신종 역', '출간일': '2024년 03월', '가격': '16,920원', '판매지수': '판매지수 95,775'}","{'제목': '열혈강호 90', '저자': '전극진 글/양재현 그림', '출간일': '2024년 03월', '가격': '4,950원', '판매지수': '판매지수 53,010'}","{'제목': '기적의 서울대 쌍둥이 공부법', '저자': '여호원, 여호용 저', '출간일': '2024년 03월', '가격': '17,100원', '판매지수': '판매지수 124,608'}","{'제목': '요즘 역사 : 근대', '저자': '황현필 저', '출간일': '2024년 03월', '가격': '16,200원', '판매지수': '판매지수 81,009'}","{'제목': '이은경쌤의 초등어휘일력 365', '저자': '이은경 저', '출간일': '2022년 10월', '가격': '16,920원', '판매지수': '판매지수 262,758'}","{'제목': '똑 부러지게 내 생각을 전하는 말하기 연습', '저자': '임정민 글/히쩌미 그림', '출간일': '2024년 03월', '가격': '12,870원', '판매지수': '판매지수 115,398'}"
1,"{'제목': '2024 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1,2,3급) 상', '저자': '최태성 저', '출간일': '2023년 12월', '가격': '14,400원', '판매지수': '판매지수 231,933'}","{'제목': '물질의 세계', '저자': '에드 콘웨이 저/이종인 역', '출간일': '2024년 03월', '가격': '26,820원', '판매지수': '판매지수 92,295'}","{'제목': '모순', '저자': '양귀자 저', '출간일': '2013년 04월', '가격': '11,700원', '판매지수': '판매지수 249,747'}","{'제목': '2024 제15회 젊은작가상 수상작품집', '저자': '김멜라, 공현진, 김기태, 김남숙, 김지연 저 외 2명 정보 더 보기/감추기', '출간일': '2024년 03월', '가격': '6,930원', '판매지수': '판매지수 25,080'}","{'제목': '일을 잘 맡기는 기술', '저자': '모리야 도모타 저/정지영 역', '출간일': '2024년 03월', '가격': '15,120원', '판매지수': '판매지수 35,469'}","{'제목': '혼자일 수 없다면 나아갈 수 없다', '저자': '프리드리히 니체 저/김욱 편역', '출간일': '2024년 03월', '가격': '15,750원', '판매지수': '판매지수 63,054'}","{'제목': '퓨처 셀프', '저자': '벤저민 하디 저/최은아 역', '출간일': '2023년 08월', '가격': '17,820원', '판매지수': '판매지수 598,302'}","{'제목': '도둑맞은 집중력', '저자': '요한 하리 저/김하현 역', '출간일': '2023년 04월', '가격': '16,920원', '판매지수': '판매지수 583,365'}","{'제목': '2024 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1,2,3급) 하', '저자': '최태성 저', '출간일': '2023년 12월', '가격': '13,950원', '판매지수': '판매지수 215,172'}","{'제목': '쇼펜하우어 인생수업 : 한 번뿐인 삶 이렇게 살아라', '저자': '쇼펜하우어 저 / 김지민 편', '출간일': '2024년 02월', '가격': '15,750원', '판매지수': '판매지수 65,079'}","{'제목': '처음부터 시작하는 주식투자 단타전략', '저자': '홍인기 저', '출간일': '2023년 12월', '가격': '18,900원', '판매지수': '판매지수 205,821'}","{'제목': '에그박사 12', '저자': '에그박사 원저/박송이 글/홍종현 그림/김보숙 감수', '출간일': '2024년 03월', '가격': '13,050원', '판매지수': '판매지수 22,170'}","{'제목': '무례한 친구가 생겼어요', '저자': '크리스티나 퍼니발 글/케이티 드와이어 그림/이은경 역', '출간일': '2024년 02월', '가격': '15,030원', '판매지수': '판매지수 213,375'}","{'제목': '아홉 살에 시작하는 똑똑한 초등신문', '저자': '신효원 저', '출간일': '2023년 05월', '가격': '15,750원', '판매지수': '판매지수 343,608'}","{'제목': '하루 한 장 나의 어휘력을 위한 필사 노트', '저자': '유선경 저', '출간일': '2024년 03월', '가격': '21,420원', '판매지수': '판매지수 25,266'}","{'제목': '타키 포오 얼렁뚱땅 상식스쿨 3', '저자': '캐릭온TV 원저/김언정 글/조수현 그림/정효해 감수', '출간일': '2024년 03월', '가격': '12,600원', '판매지수': '판매지수 28,023'}","{'제목': '프린세스 커넥트! Re:Dive 공식 아트웍스 Vol.1', '저자': '전격게임서적편집부 저', '출간일': '2024년 04월', '가격': '33,300원', '판매지수': '판매지수 26,304'}","{'제목': '나에게 들려주는 예쁜 말', '저자': '김종원 글/나래 그림', '출간일': '2024년 02월', '가격': '15,120원', '판매지수': '판매지수 135,639'}","{'제목': '코스모스', '저자': '칼 에드워드 세이건 저/홍승수 역', '출간일': '2006년 12월', '가격': '17,910원', '판매지수': '판매지수 201,318'}","{'제목': '벼랑 끝이지만 아직 떨어지진 않았어', '저자': '소재원 저', '출간일': '2024년 03월', '가격': '16,200원', '판매지수': '판매지수 146,310'}","{'제목': '시대예보: 핵개인의 시대', '저자': '송길영 저', '출간일': '2023년 09월', '가격': '18,900원', '판매지수': '판매지수 255,915'}","{'제목': '생각이 너무 많은 어른들을 위한 심리학 (10만부 돌파 기념 스페셜 에디션)', '저자': '김혜남 저', '출간일': '2023년 09월', '가격': '16,020원', '판매지수': '판매지수 251,505'}","{'제목': '오십에 읽는 손자병법', '저자': '최송목 저', '출간일': '2024년 02월', '가격': '16,650원', '판매지수': '판매지수 60,042'}","{'제목': '과학혁명의 구조', '저자': '토마스 쿤 저/김명자, 홍성욱 역', '출간일': '2013년 09월', '가격': '16,200원', '판매지수': '판매지수 31,383'}"
